ORF,Ribo_Prints,RNA_Prints,length
ENST00000288221,0,0.520560977,6239
ENST00000289921,411.4058689,0.520699605,4316
ENST00000601440,0,0.520722407,6063
ENST00000519163,0,0.521564478,3982
ENST00000343820,0,0.522166046,3175
ENST00000258526,16.44606214,0.522312419,7492
ENST00000404366,261.2263024,0.522419117,1473
ENST00000392825,0,0.523327557,5657
ENST00000377602,0,0.524584703,6994
ENST00000280700,21.06162316,0.524766377,2534
ENST00000377893,88.03447215,0.526687415,4198
ENST00000265840,0,0.527038197,2935
ENST00000260743,0,0.52728577,1914
ENST00000234677,0,0.52927875,1914
ENST00000302262,113.8296428,0.529788798,3751
ENST00000380050,0,0.530179037,5171
ENST00000360311,0,0.531805904,3217
ENST00000443597,34.07875954,0.534154378,1698
ENST00000342232,0,0.536933419,4590
ENST00000476320,53.12361868,0.538326283,818
ENST00000215742,333.5447756,0.538451284,1913
ENST00000415807,0,0.539438283,8031
ENST00000407775,0,0.540573655,4961
ENST00000227451,0,0.54490246,6003
ENST00000272369,0,0.544955324,4566
ENST00000621696,0,0.548996987,6672
ENST00000476907,55.21346194,0.549240616,2705
ENST00000301904,108.0742461,0.552550143,3787
ENST00000567970,45.54629532,0.552866157,1113
ENST00000413699,0,0.554042546,2221
ENST00000377104,0,0.554589317,2286
ENST00000295497,0,0.558418573,2232
ENST00000331113,0,0.560071378,5830
ENST00000270747,90.02146459,0.561673407,3322
ENST00000374259,35.28684167,0.565348639,3644
ENST00000269980,411.578233,0.565628289,1742
ENST00000425444,0,0.56589221,1979
ENST00000316398,19.89643287,0.56774804,2348
ENST00000361891,147.5053505,0.571713047,1852
ENST00000421239,0,0.572818063,6768
ENST00000344302,46.98021046,0.574535196,2334
ENST00000372338,397.9839264,0.574635309,3650
ENST00000561028,0,0.575206954,3543
ENST00000216802,31.26673501,0.578521605,793
ENST00000298815,0,0.585993816,8156
ENST00000602787,270.5956679,0.586420679,571
ENST00000335174,50.55652596,0.586492787,784
ENST00000373887,202.7217511,0.587258726,4351
ENST00000566339,240.0354976,0.587537747,1535
ENST00000427575,557.6631448,0.592740542,1763
ENST00000376032,0,0.598735059,1362
ENST00000611255,211.3570529,0.601100727,3662
ENST00000394861,0,0.601485971,4766
ENST00000340093,288.4436745,0.603444571,1368
ENST00000309602,60.97270128,0.604406459,2869
ENST00000261434,31.22943874,0.604943118,1258
ENST00000368888,0,0.607968992,3800
ENST00000409753,528.7437031,0.610093444,1434
ENST00000569417,837.0173482,0.610178761,1671
ENST00000284878,0,0.610673657,5593
ENST00000043402,133.6570126,0.615415399,1944
ENST00000311268,18.83510438,0.615498088,2495
ENST00000297459,0,0.616070681,6283
ENST00000358160,9.89703505,0.622358528,3807
ENST00000306534,10.42625572,0.622534432,4294
ENST00000233627,109.9411937,0.622710107,758
ENST00000377799,0,0.625247657,12918
ENST00000409520,127.8976376,0.627180326,1814
ENST00000330794,186.6809456,0.627515821,2170
ENST00000316824,15.90755812,0.629446208,1332
ENST00000356840,0,0.629561936,3072
ENST00000282226,0,0.63074691,1586
ENST00000373408,545.7978847,0.630997478,572
ENST00000340126,0,0.631736802,5414
ENST00000075503,0,0.631774282,2771
ENST00000293471,27.8837722,0.632116108,3165
ENST00000550164,0,0.633631854,5090
ENST00000260843,0,0.634009853,1493
ENST00000340967,27.40628413,0.63456088,2773
ENST00000611927,0,0.635242985,387
ENST00000305869,469.2576687,0.636014271,1005
ENST00000327355,0,0.636865627,2604
ENST00000373387,0,0.638280541,3552
ENST00000381962,1089.42552,0.639819347,2528
ENST00000329553,0,0.641293968,2099
ENST00000361842,541.7989868,0.644019309,3417
ENST00000246792,820.9259488,0.64490933,986
ENST00000250055,30.26078549,0.645670221,1320
ENST00000332830,0,0.646543465,4506
ENST00000338682,0,0.646778186,3730
ENST00000305579,40.30920043,0.647850479,1444
ENST00000263339,212.4397943,0.648445722,2017
ENST00000415816,316.2136649,0.65038114,1182
ENST00000343605,115.7154695,0.650388641,2585
ENST00000402384,0,0.651175381,2344
ENST00000373980,59.3989563,0.651994922,6615
ENST00000331462,49.47867602,0.652073922,1886
ENST00000361727,19.30503186,0.652346227,9454
ENST00000612363,84.32107256,0.652691041,1342
ENST00000294168,41.81062277,0.652833547,2023
ENST00000301788,54.14753913,0.653120353,791
ENST00000306384,698.6917689,0.65410423,660
ENST00000416569,60.49683901,0.655234565,4327
ENST00000374704,0,0.655427905,5068
ENST00000064780,513.7533251,0.657153968,3402
ENST00000534061,0,0.657428158,3466
ENST00000366988,536.4488073,0.659100293,916
ENST00000234454,281.2025316,0.660698843,1432
ENST00000330891,25.02928463,0.660998767,3419
ENST00000617979,418.2450042,0.661042964,1516
ENST00000540753,16.78392784,0.661724613,2315
ENST00000258761,0,0.662286394,1804
ENST00000306078,46.24164975,0.662309819,3709
ENST00000417098,0,0.663539603,5568
ENST00000627620,0,0.664059175,11559
ENST00000403491,0,0.664275124,9229
ENST00000225927,149.0190324,0.664324608,2475
ENST00000290759,27.72406265,0.664694052,1831
ENST00000354700,193.5772592,0.664792541,3793
ENST00000292616,248.5304254,0.665889649,2160
ENST00000265758,30.58827862,0.666745571,1201
ENST00000361439,25.89796266,0.666845989,1042
ENST00000503176,795.7176728,0.667759059,3364
ENST00000349431,102.7399529,0.667872226,2260
ENST00000295878,0,0.667903641,3889
ENST00000294507,42.90013051,0.668715223,2177
ENST00000366910,207.6229905,0.668892697,7287
ENST00000346416,0,0.669329858,2080
ENST00000441189,0,0.669526119,4122
ENST00000576634,0,0.669722998,4083
ENST00000371421,201.4488107,0.669928808,1556
ENST00000307439,0,0.670085971,5882
ENST00000370646,87.92828331,0.670220222,2442
ENST00000285381,0,0.67038023,1721
ENST00000302558,0,0.670384718,7299
ENST00000433360,0,0.670699203,10547
ENST00000316549,0,0.670984339,3564
ENST00000297431,0,0.6709878,1924
ENST00000369704,0,0.671096856,3256
ENST00000293350,233.0393114,0.671150394,3099
ENST00000378364,2004.621608,0.67130819,931
ENST00000336596,41.58656319,0.671442869,5712
ENST00000306908,0,0.671595103,1970
ENST00000377244,269.7772765,0.671928102,1908
ENST00000321878,616.4934925,0.671941458,2958
ENST00000357949,774.0499211,0.673154844,2084
ENST00000337843,241.3404202,0.673303028,2893
ENST00000380958,30.81867669,0.673685937,5590
ENST00000610261,16.46434452,0.673696783,2872
ENST00000244217,14.83758686,0.673849608,824
ENST00000539294,0,0.673851667,5095
ENST00000282908,133.0601625,0.673885451,3535
ENST00000329078,0,0.674326942,3404
ENST00000301061,24.05409876,0.674437229,2246
ENST00000318579,0,0.674520869,2674
ENST00000354377,0,0.674528195,3163
ENST00000269385,0,0.675820387,3752
ENST00000434837,35.27262377,0.676039618,10629
ENST00000251642,73.70959882,0.676061079,2591
ENST00000321617,28.06816549,0.676581787,4969
ENST00000620116,0,0.676989907,3353
ENST00000316939,5841.100317,0.677863699,1769
ENST00000521688,502.1537884,0.677937661,2901
ENST00000309100,291.338268,0.678440956,3543
ENST00000221665,59.87819982,0.678994542,2645
ENST00000263265,71.82249427,0.679528244,3073
ENST00000394780,0,0.679540817,4113
ENST00000611077,463.8510038,0.679659889,3414
ENST00000476993,793.5209861,0.679969079,4492
ENST00000343537,0,0.680055653,4632
ENST00000376227,65.37800623,0.680195062,2310
ENST00000421176,0,0.680491076,4336
ENST00000338891,0,0.680701491,4128
ENST00000262577,92.77434642,0.680763328,3270
ENST00000457358,0,0.680963481,3257
ENST00000285599,432.8249669,0.680986368,5129
ENST00000331456,134.0281082,0.68116163,2023
ENST00000255108,270.3194138,0.681187782,2466
ENST00000321196,0,0.681402796,5669
ENST00000288840,0,0.68159878,3828
ENST00000328933,1773.661842,0.681601092,4383
ENST00000368607,28.48298885,0.681675917,1749
ENST00000375992,0,0.68169994,2381
ENST00000328945,0,0.681782471,11548
ENST00000371021,0,0.681814074,2645
ENST00000250457,0,0.682088977,2706
ENST00000587539,0,0.682107361,1849
ENST00000319004,0,0.682116416,3744
ENST00000372086,47.74726624,0.682178766,3071
ENST00000293883,90.68103893,0.682424313,3243
ENST00000619757,179.5058714,0.682438172,6707
ENST00000595646,14.52297637,0.682535282,4405
ENST00000259006,3516.121261,0.682631316,3192
ENST00000311785,6.082621104,0.682845173,3909
ENST00000332047,7.148223655,0.682845173,2056
ENST00000381812,9.135431546,0.682845173,1550
ENST00000420910,9.516566787,0.682845173,2423
ENST00000320451,9.7991899,0.682845173,1563
ENST00000392347,10.37945407,0.682845173,3000
ENST00000395797,11.95675528,0.682845173,1201
ENST00000373008,12.48647017,0.682845173,2727
ENST00000333447,13.01617818,0.682845173,5517
ENST00000399147,13.3502263,0.682845173,1194
ENST00000457062,13.96360739,0.682845173,5282
ENST00000370768,14.37615931,0.682845173,2378
ENST00000394934,14.59515799,0.682845173,2830
ENST00000356371,15.09468808,0.682845173,2997
ENST00000313050,15.56496103,0.682845173,8806
ENST00000357854,18.41520122,0.682845173,2609
ENST00000521006,19.12401914,0.682845173,4656
ENST00000397558,19.80576438,0.682845173,3055
ENST00000395119,20.52355553,0.682845173,1249
ENST00000350198,21.61513678,0.682845173,7316
ENST00000440353,22.29767291,0.682845173,2073
ENST00000261017,23.49252066,0.682845173,6484
ENST00000368858,24.57769875,0.682845173,1361
ENST00000458420,25.59330414,0.682845173,14202
ENST00000617904,26.46907067,0.682845173,1305
ENST00000303790,27.00693635,0.682845173,2458
ENST00000515435,27.37101729,0.682845173,1856
ENST00000302118,31.87938284,0.682845173,3637
ENST00000395104,32.78355122,0.682845173,5198
ENST00000538976,34.46734078,0.682845173,6247
ENST00000503345,34.8722822,0.682845173,793
ENST00000467148,37.21640063,0.682845173,8064
ENST00000284136,37.99070102,0.682845173,6265
ENST00000421047,39.32677168,0.682845173,1711
ENST00000268049,39.61703546,0.682845173,5311
ENST00000367384,39.89224073,0.682845173,1938
ENST00000612884,40.51442859,0.682845173,8086
ENST00000592149,41.99705837,0.682845173,2001
ENST00000532829,42.61338565,0.682845173,912
ENST00000493662,43.30904882,0.682845173,3991
ENST00000354992,44.37044768,0.682845173,4409
ENST00000261200,48.99021607,0.682845173,8293
ENST00000312358,54.09669539,0.682845173,10782
ENST00000337014,54.8430504,0.682845173,2285
ENST00000622503,55.67311509,0.682845173,2557
ENST00000454545,56.96989882,0.682845173,3460
ENST00000491998,57.0884489,0.682845173,3152
ENST00000341083,57.18384614,0.682845173,2239
ENST00000280969,61.18253125,0.682845173,2226
ENST00000622181,72.84978879,0.682845173,1757
ENST00000414691,72.95780666,0.682845173,2058
ENST00000572515,74.92321401,0.682845173,1929
ENST00000552014,77.53918543,0.682845173,3289
ENST00000311131,79.22550603,0.682845173,2660
ENST00000429078,81.19178561,0.682845173,3803
ENST00000294543,82.40402346,0.682845173,2974
ENST00000493476,84.00649088,0.682845173,962
ENST00000376757,94.98794585,0.682845173,2990
ENST00000556147,100.525001,0.682845173,2880
ENST00000461263,102.7286975,0.682845173,648
ENST00000344730,108.8369023,0.682845173,6910
ENST00000478399,109.5749902,0.682845173,4546
ENST00000501463,109.7813155,0.682845173,1726
ENST00000437024,116.6346872,0.682845173,1738
ENST00000406869,117.6818458,0.682845173,2991
ENST00000542965,123.6808797,0.682845173,2316
ENST00000530561,130.9139996,0.682845173,2099
ENST00000526177,137.6429419,0.682845173,4150
ENST00000544944,143.5590528,0.682845173,2769
ENST00000319545,154.0909357,0.682845173,3027
ENST00000456048,159.544125,0.682845173,2439
ENST00000542678,167.4497512,0.682845173,6051
ENST00000257575,174.234225,0.682845173,3882
ENST00000592062,178.9752194,0.682845173,2579
ENST00000395053,181.6331878,0.682845173,1733
ENST00000428206,200.1711695,0.682845173,2269
ENST00000590526,202.4372449,0.682845173,2357
ENST00000575334,217.008257,0.682845173,3815
ENST00000553457,227.6975185,0.682845173,2896
ENST00000474541,240.7354536,0.682845173,2751
ENST00000420054,241.7379932,0.682845173,3415
ENST00000361531,247.0091254,0.682845173,883
ENST00000373710,271.8885525,0.682845173,2146
ENST00000404072,279.1268777,0.682845173,2164
ENST00000406797,281.5531333,0.682845173,2553
ENST00000229405,298.3439327,0.682845173,4651
ENST00000535977,313.5297095,0.682845173,2717
ENST00000312465,320.153019,0.682845173,4555
ENST00000558467,334.3028922,0.682845173,785
ENST00000404284,344.1387742,0.682845173,2622
ENST00000466409,360.4119248,0.682845173,2291
ENST00000409594,382.7124336,0.682845173,2021
ENST00000444521,386.0282909,0.682845173,2827
ENST00000593532,430.9751054,0.682845173,2380
ENST00000394998,460.9681252,0.682845173,1498
ENST00000473459,466.0517738,0.682845173,720
ENST00000380317,486.6955345,0.682845173,2409
ENST00000486389,534.8025662,0.682845173,1525
ENST00000567435,565.6657484,0.682845173,1720
ENST00000326153,623.7872765,0.682845173,1907
ENST00000368436,645.243668,0.682845173,820
ENST00000248451,689.4543545,0.682845173,758
ENST00000428771,695.7867307,0.682845173,1040
ENST00000583037,741.6951272,0.682845173,1322
ENST00000600252,769.2774037,0.682845173,3832
ENST00000372133,775.7445135,0.682845173,1062
ENST00000621536,847.3028759,0.682845173,4062
ENST00000415762,934.1397263,0.682845173,1410
ENST00000546495,1024.673174,0.682845173,996
ENST00000592173,1130.496175,0.682845173,3245
ENST00000356916,0,0.682845173,2179
ENST00000431540,0,0.682845173,831
ENST00000483871,0,0.682845173,1680
ENST00000415759,0,0.682845173,2623
ENST00000337841,0,0.682845173,946
ENST00000536386,0,0.682845173,3496
ENST00000561908,0,0.682845173,3677
ENST00000551007,0,0.682845173,998
ENST00000361758,0,0.682845173,6085
ENST00000283033,0,0.682845173,3140
ENST00000339363,0,0.682845173,3686
ENST00000368972,0,0.682845173,3663
ENST00000308744,0,0.682845173,1922
ENST00000474859,0,0.682845173,630
ENST00000461690,0,0.682845173,681
ENST00000415760,0,0.682845173,4524
ENST00000369070,0,0.682845173,3088
ENST00000520866,0,0.682845173,1183
ENST00000630804,0,0.682845173,7812
ENST00000448471,0,0.682845173,1570
ENST00000335148,0,0.682845173,1083
ENST00000357721,0,0.682845173,6128
ENST00000474765,0,0.682845173,1503
ENST00000505458,0,0.682845173,3707
ENST00000372466,0,0.682845173,1755
ENST00000394634,0,0.682845173,2159
ENST00000586810,0,0.682845173,1493
ENST00000260364,0,0.682845173,8592
ENST00000436008,0,0.682845173,6641
ENST00000577399,0,0.682845173,1620
ENST00000469877,0,0.682845173,1501
ENST00000528852,0,0.682845173,1524
ENST00000313104,0,0.682845173,912
ENST00000421043,0,0.682845173,2218
ENST00000482940,0,0.682845173,2815
ENST00000565205,0,0.682845173,1084
ENST00000246163,0,0.682845173,897
ENST00000507958,0,0.682845173,3542
ENST00000409654,0,0.682845173,1624
ENST00000521689,0,0.682845173,3554
ENST00000410054,0,0.682845173,4442
ENST00000513952,0,0.682845173,2084
ENST00000328766,0,0.682845173,2762
ENST00000561623,0,0.682845173,7015
ENST00000375926,0,0.682845173,821
ENST00000537171,0,0.682845173,1485
ENST00000274747,0,0.682845173,3821
ENST00000310418,0,0.682845173,1215
ENST00000558402,0,0.682845173,4031
ENST00000610283,0,0.682845173,4520
ENST00000488865,0,0.682845173,860
ENST00000533522,0,0.682845173,1623
ENST00000375000,0,0.682845173,928
ENST00000395135,0,0.682845173,2199
ENST00000542461,0,0.682845173,1068
ENST00000372136,0,0.682845173,2536
ENST00000483536,0,0.682845173,6575
ENST00000614847,0,0.682845173,2642
ENST00000371377,0,0.682845173,760
ENST00000524631,0,0.682845173,2013
ENST00000421249,0,0.682845173,3924
ENST00000572810,0,0.682845173,1843
ENST00000382893,0,0.682845173,1539
ENST00000438724,0,0.682845173,5152
ENST00000512292,0,0.682845173,3105
ENST00000472818,0,0.682845173,719
ENST00000374185,0,0.682845173,1148
ENST00000615299,0,0.682845173,4342
ENST00000379262,0,0.682845173,2339
ENST00000607355,0,0.682845173,564
ENST00000520534,0,0.682845173,635
ENST00000498505,0,0.682845173,1401
ENST00000620473,0,0.682845173,2405
ENST00000474024,0,0.682845173,1853
ENST00000469022,0,0.682845173,1836
ENST00000311101,0,0.682845173,1240
ENST00000555997,0,0.682845173,3094
ENST00000312849,0,0.682845173,1870
ENST00000338663,0,0.682845173,1904
ENST00000240874,0,0.682845173,6537
ENST00000369373,0,0.682845173,18760
ENST00000504942,0,0.682845173,4228
ENST00000496589,0,0.682845173,3073
ENST00000457714,0,0.682845173,8242
ENST00000429071,0,0.682845173,1938
ENST00000369067,0,0.682845173,1043
ENST00000467062,0,0.682845173,2574
ENST00000524416,0,0.682845173,3327
ENST00000375218,0,0.682845173,4031
ENST00000360093,0,0.682845173,9123
ENST00000358071,0,0.682845173,2843
ENST00000371754,0,0.682845173,5235
ENST00000581140,0,0.682845173,1265
ENST00000560549,0,0.682845173,1474
ENST00000555931,0,0.682845173,606
ENST00000576599,0,0.682845173,1787
ENST00000393578,0,0.682845173,1993
ENST00000509380,0,0.682845173,1266
ENST00000481530,0,0.682845173,2764
ENST00000469243,0,0.682845173,2107
ENST00000423517,0,0.682845173,17147
ENST00000405805,0,0.682845173,4199
ENST00000401528,0,0.682845173,2131
ENST00000586545,0,0.682845173,1554
ENST00000354685,0,0.682845173,3205
ENST00000511435,0,0.682845173,1894
ENST00000392352,0,0.682845173,2172
ENST00000424352,0,0.682845173,2917
ENST00000338163,0,0.682845173,2792
ENST00000506636,0,0.682845173,2570
ENST00000447726,0,0.682845173,2789
ENST00000369442,0,0.682845173,2436
ENST00000512285,0,0.682845173,1567
ENST00000606538,0,0.682845173,760
ENST00000314727,0,0.682845173,2172
ENST00000509933,0,0.682845173,2241
ENST00000264839,0,0.682845173,7055
ENST00000376656,0,0.682845173,3338
ENST00000362052,0,0.682845173,703
ENST00000542645,0,0.682845173,5315
ENST00000415076,0,0.682845173,1737
ENST00000280083,0,0.682845173,3860
ENST00000622774,0,0.682845173,1997
ENST00000551676,0,0.682845173,1581
ENST00000381322,0,0.682845173,4059
ENST00000396068,0,0.682845173,4661
ENST00000420543,0,0.682845173,1366
ENST00000507897,0,0.682845173,2301
ENST00000517887,0,0.682845173,4661
ENST00000302274,0,0.682845173,3090
ENST00000559624,0,0.682845173,3548
ENST00000217162,0,0.682845173,2453
ENST00000465072,0,0.682845173,954
ENST00000533988,0,0.682845173,934
ENST00000551123,0,0.682845173,1417
ENST00000529745,0,0.682845173,1053
ENST00000556883,0,0.682845173,2529
ENST00000419711,0,0.682845173,1271
ENST00000439561,0,0.682845173,3382
ENST00000612359,0,0.682845173,650
ENST00000508747,0,0.682845173,1216
ENST00000437275,0,0.682845173,3744
ENST00000237500,0,0.682845173,1210
ENST00000469435,0,0.682845173,2169
ENST00000410113,0,0.682845173,1747
ENST00000331239,0,0.682845173,2522
ENST00000392793,0,0.682845173,7426
ENST00000531147,0,0.682845173,3996
ENST00000609948,0,0.682845173,956
ENST00000405898,0,0.682845173,2229
ENST00000554271,0,0.682845173,2137
ENST00000485595,0,0.682845173,1810
ENST00000433011,0,0.682845173,5399
ENST00000475298,0,0.682845173,2362
ENST00000369031,0,0.682845173,1236
ENST00000461497,0,0.682845173,3043
ENST00000339882,0,0.682845173,2619
ENST00000395209,0,0.682845173,7277
ENST00000388711,0,0.682845173,3022
ENST00000592364,0,0.682845173,576
ENST00000497194,0,0.682845173,4080
ENST00000326094,0,0.682845173,1264
ENST00000380921,0,0.682845173,1274
ENST00000463916,0,0.682845173,2075
ENST00000354071,0,0.682845173,4497
ENST00000398822,0,0.682845173,1487
ENST00000509052,0,0.682845173,1975
ENST00000417331,0,0.682845173,735
ENST00000361991,0,0.682845173,2424
ENST00000367843,0,0.682845173,3302
ENST00000531143,0,0.682845173,1546
ENST00000572567,0,0.682845173,2185
ENST00000371877,0,0.682845173,5009
ENST00000569674,0,0.682845173,2357
ENST00000366623,0,0.682845173,3910
ENST00000394059,0,0.682845173,1730
ENST00000307216,0,0.682845173,1598
ENST00000530221,0,0.682845173,534
ENST00000546109,0,0.682845173,1705
ENST00000405860,0,0.682845173,3224
ENST00000381306,0,0.682845173,4601
ENST00000409459,0,0.682845173,3420
ENST00000507760,0,0.682845173,2045
ENST00000589028,0,0.682845173,9202
ENST00000377392,0,0.682845173,2863
ENST00000525631,0,0.682845173,736
ENST00000441248,0,0.682845173,2411
ENST00000445140,0,0.682845173,2651
ENST00000555238,0,0.682845173,3588
ENST00000554171,0,0.682845173,4253
ENST00000409985,0,0.682845173,1882
ENST00000488380,0,0.682845173,3168
ENST00000458310,0,0.682845173,2788
ENST00000286650,0,0.682845173,1595
ENST00000340623,0,0.682845173,4035
ENST00000486827,0,0.682845173,1609
ENST00000509330,0,0.682845173,2969
ENST00000506908,0,0.682845173,681
ENST00000522819,0,0.682845173,875
ENST00000578804,0,0.682845173,2021
ENST00000432124,0,0.682845173,567
ENST00000418140,0,0.682845173,1372
ENST00000382888,0,0.682845173,2666
ENST00000256031,0,0.682845173,7322
ENST00000228434,0,0.682845173,1676
ENST00000394665,0,0.682845173,529
ENST00000375400,0,0.682845173,6729
ENST00000240619,0,0.682845173,1042
ENST00000480282,0,0.682845173,1080
ENST00000370826,0,0.682845173,512
ENST00000358550,0,0.682845173,6539
ENST00000246421,0,0.682845173,1430
ENST00000536133,0,0.682845173,1089
ENST00000424427,0,0.682845173,2639
ENST00000394417,0,0.682845173,2136
ENST00000607658,0,0.682845173,1649
ENST00000533062,0,0.682845173,575
ENST00000497056,0,0.682845173,1276
ENST00000558594,0,0.682845173,1139
ENST00000509094,0,0.682845173,2762
ENST00000617010,0,0.682845173,11630
ENST00000439025,0,0.682845173,970
ENST00000629387,0,0.682845173,3789
ENST00000373917,0,0.682845173,1630
ENST00000370318,0,0.682845173,1917
ENST00000323829,0,0.682845173,7324
ENST00000334528,0,0.682845173,12355
ENST00000559540,0,0.682845173,1441
ENST00000244576,0,0.682845173,4079
ENST00000623711,0,0.682845173,2934
ENST00000550983,0,0.682845173,2123
ENST00000569174,0,0.682845173,2474
ENST00000347613,0,0.682845173,3635
ENST00000618427,0,0.682845173,3458
ENST00000411788,0,0.682845173,577
ENST00000356218,0,0.682845173,4768
ENST00000440126,0,0.682845173,2846
ENST00000382580,0,0.682845173,1971
ENST00000621734,0,0.682845173,4412
ENST00000379987,0,0.682845173,4598
ENST00000520710,0,0.682845173,2022
ENST00000330753,175.6512555,0.682885723,33681
ENST00000389840,0,0.682944691,13725
ENST00000357060,0,0.683099728,5367
ENST00000369800,48.24410522,0.683164061,6427
ENST00000359244,62.56480391,0.683168796,2111
ENST00000324871,552.544056,0.683175689,1378
ENST00000285871,0,0.683254921,3335
ENST00000373571,0,0.68348544,2135
ENST00000379375,476.5570905,0.683516934,2035
ENST00000376259,0,0.683586791,3687
ENST00000221856,353.1387261,0.683591044,1833
ENST00000347708,573.086374,0.683654551,2534
ENST00000281961,30.45508728,0.683666888,1664
ENST00000361840,288.2263642,0.683739828,3057
ENST00000595962,65.0715287,0.683998141,4746
ENST00000389677,178.6526185,0.684031904,11528
ENST00000313835,0,0.68413356,2124
ENST00000336655,70.48485215,0.684170228,1549
ENST00000271636,0,0.684186452,5101
ENST00000016946,0,0.684257372,7268
ENST00000355754,0,0.684405452,6141
ENST00000392857,0,0.684622871,6547
ENST00000315616,197.6802356,0.684872279,2365
ENST00000415493,0,0.684961866,9708
ENST00000335681,38.44802737,0.685060543,4020
ENST00000614654,60.24001364,0.685128936,3600
ENST00000536441,0,0.685137802,9563
ENST00000380913,0,0.685320911,7474
ENST00000231706,22.63412958,0.685345942,10140
ENST00000170168,211.9267528,0.685522414,4609
ENST00000257770,111.2912286,0.685539601,3562
ENST00000369747,38.99925885,0.685694814,1925
ENST00000361987,0,0.685729419,1902
ENST00000251582,70.00480784,0.685777141,6783
ENST00000216862,46.78028765,0.686194505,3278
ENST00000375835,0,0.686410397,9819
ENST00000297994,28.25100266,0.686437519,2293
ENST00000388820,48.34052878,0.686576567,5520
ENST00000581977,113.9206247,0.686873133,3240
ENST00000225430,119.5607963,0.687509416,737
ENST00000372289,202.3760593,0.687581671,1742
ENST00000262633,699.026145,0.687722638,1692
ENST00000295213,0,0.688126505,4430
ENST00000398841,0,0.688435215,1601
ENST00000408926,0,0.688438738,3200
ENST00000371790,0,0.688465298,4655
ENST00000409978,0,0.688784281,4523
ENST00000326925,1936.990033,0.688784433,902
ENST00000409109,65.98230221,0.689353228,4131
ENST00000265381,44.25025378,0.68942908,6597
ENST00000379672,0,0.689628403,4270
ENST00000375153,488.6474975,0.68982269,2175
ENST00000223398,178.7133157,0.690210032,5623
ENST00000257749,0,0.690488123,9215
ENST00000373884,166.76167,0.690581717,2178
ENST00000376350,8.602788458,0.690947024,3923
ENST00000247970,2220.512117,0.691063971,1009
ENST00000263563,34.13547,0.691090285,4610
ENST00000419474,0,0.691323103,9296
ENST00000369512,232.0596767,0.691975863,1061
ENST00000225171,39.6682754,0.69421645,1221
ENST00000429722,73.30049135,0.695217691,1180
ENST00000403796,0,0.695340536,3951
ENST00000382713,0,0.695672523,9057
ENST00000262464,0,0.695771093,10927
ENST00000370589,0,0.696224578,2810
ENST00000392951,0,0.696457927,3786
ENST00000367393,22.10270539,0.696780789,600
ENST00000494088,28.85647258,0.697496257,1333
ENST00000322048,214.8059131,0.697604074,1418
ENST00000229708,92.94113906,0.697840818,3211
ENST00000545234,0,0.697881919,1578
ENST00000400242,0,0.697956152,2448
ENST00000377674,30.57232508,0.698926132,2347
ENST00000389623,118.6343259,0.701449004,4977
ENST00000320578,0,0.703367842,1885
ENST00000399510,0,0.704318292,4100
ENST00000346798,100.2986953,0.705692026,3583
ENST00000302326,0,0.706160956,7814
ENST00000266037,0,0.707335565,9069
ENST00000325285,610.7766888,0.70927014,2362
ENST00000367474,0,0.709423315,6326
ENST00000304283,132.4092425,0.711061916,2772
ENST00000253107,548.2599026,0.711485933,2302
ENST00000334418,0,0.712385896,1254
ENST00000245816,2926.29746,0.71240557,2410
ENST00000307388,0,0.71318188,3973
ENST00000404537,111.6432975,0.713708232,6105
ENST00000293778,169.6423905,0.714190901,2324
ENST00000493089,0,0.714486445,3771
ENST00000590864,0,0.717647475,598
ENST00000369815,0,0.71993261,660
ENST00000358024,0,0.724860794,3968
ENST00000230582,0,0.725837266,2887
ENST00000328381,142.1004152,0.727470947,2054
ENST00000306072,422.0924983,0.728006404,1583
ENST00000318528,28.38212379,0.7285039,1503
ENST00000613503,123.0702712,0.729277064,3691
ENST00000368851,0,0.732193533,10757
ENST00000306010,221.4868646,0.736610981,1265
ENST00000394876,0,0.73933206,3547
ENST00000578419,0,0.739707733,1496
ENST00000378693,0,0.741113494,3485
ENST00000331555,17.12988325,0.741286877,1205
ENST00000333256,482.1479673,0.745216559,1472
ENST00000399004,0,0.75051642,3549
ENST00000529419,0,0.756797575,2804
ENST00000265806,270.6405478,0.757272601,1573
ENST00000266718,0,0.757928631,2671
ENST00000329146,1994.069315,0.758042716,1178
ENST00000319172,0,0.758491102,4853
ENST00000221233,825.7594424,0.761940388,998
ENST00000327141,357.0583937,0.763529615,1798
ENST00000401950,0,0.764796806,8987
ENST00000322019,26.30335256,0.775773355,1885
ENST00000336643,117.924973,0.776688432,5399
ENST00000269740,311.0724685,0.776838675,1367
ENST00000284818,13.60218631,0.786059414,559
ENST00000318388,217.7930961,0.786556873,857
ENST00000545712,929.1320907,0.786625946,4090
ENST00000378198,133.6141916,0.797504472,1935
ENST00000310054,71.78940818,0.801398091,2612
ENST00000372201,71.50133632,0.801493632,2340
ENST00000217381,126.1174533,0.805812701,2211
ENST00000222214,111.8166254,0.808173096,1852
ENST00000307584,0,0.808969157,3098
ENST00000246672,56.6365631,0.809831712,2630
ENST00000268797,88.77718067,0.810196119,2018
ENST00000338639,0,0.810923614,1127
ENST00000568000,127.531418,0.811148756,1716
ENST00000240662,50.53960582,0.812468566,2274
ENST00000569691,0,0.813044733,868
